url,product_name,price,description,error
https://www.tesco.com/groceries/en-GB/products/251287304,L'oreal Paris Age Perfect Rehydrating Day Cream 50Ml,15.0,"L'oreal Paris Age Perfect Rehydrating Day Cream 50Ml. Anti-sagging, anti-age spots. Enriched with Soya peptides + melanin-block. For mature skin",
https://www.tesco.com/groceries/en-GB/products/255317016,L’Oreal Preference 5.3 Virginia Chestnut Brown Permanent Hair Dye,12.0,L’Oreal Preference 5.3 Virginia Chestnut Brown Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/251041486,L'Oreal Paris Excellence Core 8.1 Natural Ash Blonde Permanent Hair Dye,10.0,L'Oreal Paris Excellence Core 8.1 Natural Ash Blonde Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/311448571,L'oreal Men Expert Magnesium Shower Gel 400Ml,2.25,L'OREAL MEN XPRT MAGNESIUM SHOWER GEL 400ML ,
https://www.tesco.com/groceries/en-GB/products/295581113,L’Oreal Men Expert Invincible Sport Rollon Deodorant 50Ml,2.35,L’Oreal Men Expert Invincible Sport Rollon Deodorant 50Ml,
https://www.tesco.com/groceries/en-GB/products/314427355,L'Oreal Paris Magic Retouch 10 Golden Brown 75ml,7.0,L'Oreal Paris Magic Retouch 10 Golden Brown 75ml,
https://www.tesco.com/groceries/en-GB/products/260994064,L'Oreal Paris Casting Creme Gloss 550 Mahogany Semi-Permanent Hair Dye,10.0,"L'Oreal Paris Casting Creme Gloss 550 Mahogany Semi-Permanent Hair Dye. Transform your hair with a glossy shine in the mahogany finish. Lasts up to 28 shampoos with patented conditioning complex with no ammonia. For all types of hair: Suitable for use on natural, coloured or highlighted",
https://www.tesco.com/groceries/en-GB/products/302370773,L'oreal Revitalift Fill Night Cream 50Ml,25.0,L'Oreal Revitali . Containing a high concentration of Hyaluronic Acid. Enriched with Fibroxyl plant extract. reduce wrinkles and re plump the skin,
https://www.tesco.com/groceries/en-GB/products/264643366,L'Oreal Paris Casting Creme Gloss 323 Dark Chocolate Brown Semi-Permanent Hair Dye,10.0,"L'Oreal Paris Casting Creme Gloss 323 Dark Chocolate Brown Semi-Permanent Hair Dye. Conditioning colour with no ammonia. Lasts up to 28 shampoos. For all types of hair. Suitable for use on natural, coloured or highlighted",
https://www.tesco.com/groceries/en-GB/products/311271519,L'Oreal Paris Excellence Universal Nudes 8U Light Blonde Permanent Hair Dye,11.0,L'OREAL PARIS EXCEL UNIVERSAL NUDES LIGHT BLD ,
https://www.tesco.com/groceries/en-GB/products/302353333,L'oreal Revita Hyaluronic Acid Day Cream 50Ml,25.0,L'Oreal Revitali ,
https://www.tesco.com/groceries/en-GB/products/314326889,L'Oreal Paris Casting Natural Gloss 423 Chestnut Brown Semi-Permanent Hair Dye,11.0,L'Oreal Paris Casting Natural Gloss 423 Chestnut Brown Semi-Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/267670851,L'Oreal Paris Casting Creme Gloss 454 Chocolate Brownie Semi-Permanent Hair Dye,10.0,"L'Oreal Paris Casting Creme Gloss 454 Chocolate Brownie Semi-Permanent Hair Dye. Conditioning colour with no ammonia. Lasts up to 28 shampoos. For all types of hair. Suitable for use on natural, coloured or highlighted",
https://www.tesco.com/groceries/en-GB/products/250037401,L'Oreal Paris Excellence Creme 4 Natural Dark Brown Permanent Hair Dye,10.0,L'Oreal Paris Excellence Creme 4 Natural Dark Brown Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/274708971,L'oreal Paris Revitalift Laser Renew Cream 50Ml,30.0,"L'oreal Paris Revitalift Laser Renew Cream 50Ml. Replumps, refirms, refines. Hyaluronic acid + pro-xylane 3%. Dermatologically tested",
https://www.tesco.com/groceries/en-GB/products/266793540,Loreal Men Deodorant Fresh Extreme 50Ml,2.0,Loreal Men Deodorant Fresh Extreme 50Ml,
https://www.tesco.com/groceries/en-GB/products/313735372,Lor/P Revlft Spf50+ Anti Ultra Violet Fluid 50Ml,10.0,Lor/P Revlft Spf50+ Anti Ultra Violet Fluid 50Ml,
https://www.tesco.com/groceries/en-GB/products/308493249,L'oreal Men Expert Stress Resist Shower Gel 400Ml,2.25,L'oreal Men Xprt Stress Resist Shower Gel 400ml ,
https://www.tesco.com/groceries/en-GB/products/314437942,L'Oreal Paris Casting Natural Gloss 923 Vanilla Lightest Blonde Semi-Permanent Hair Dye,11.0,L'Or/CNG 923 Vani Ltst Blonde S/Prmt Hair Dye ,
https://www.tesco.com/groceries/en-GB/products/267626536,L'Oreal Paris Excellence Creme 5.15 Natural Iced Brown Permanent Hair Dye,10.0,L'Oreal Paris Excellence Creme 5.15 Natural Iced Brown Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/314435593,L'Oreal Paris Casting Natural Gloss 553 Spiced Auburn Semi-Permanent Hair Dye,11.0,L'Oreal Paris Casting Natural Gloss 553 Spiced Auburn Semi-Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/315956907,L'Oreal Men Expert Hydra Energetic Shower Gel 1 Litre,5.0,L'OREAL MEN XPRT HYDRA ENERGETIC SHOWER GEL 1L ,
https://www.tesco.com/groceries/en-GB/products/261067089,L'Oreal Paris Casting Creme Gloss 300 Darkest Brown Semi-Permanent Hair Dye,10.0,"L'Oreal Paris Casting Creme Gloss 300 Darkest Brown Semi-Permanent Hair Dye. Transform your hair with a glossy shine in the dark brown finish. Lasts up to 28 shampoos with patented conditioning complex with no ammonia. For all types of hair: Suitable for use on natural, coloured or highlighted",
https://www.tesco.com/groceries/en-GB/products/311781906,L'Oreal Paris Excellence Core 5.11 Ultra Ash Light Brown Permanent Hair Dye,10.0,l'OR/P EXCL 5.11 ULTRA ASH LIGHT BROWN HAIR COLR ,
https://www.tesco.com/groceries/en-GB/products/255317477,L'Oreal Paris Preference Core 01 Prague Permanent Hair Dye,12.0,L'Oreal Paris Preference Core 01 Prague Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/251455895,L'Oreal Paris Studio Line Invisi'Hold Extra Strength Gel 150ml,3.5,L'Oreal Paris Studio Line Invisi'Hold Extra Strength Gel 150ml. For more style tips check out www.hairstyle.com. Please check back of pack for up to date ingredients,
https://www.tesco.com/groceries/en-GB/products/250037453,L'Oreal Paris Excellence Creme 5 Natural Brown Permanent Hair Dye,10.0,L'Oreal Paris Excellence Creme 5 Natural Brown Permanent Hair Dye,
https://www.tesco.com/groceries/en-GB/products/315844130,L'Oreal Paris Revitalift Clincal Vitamin C Refining Foam Cleanser 150ml,6.0,LOR/P REVLFT VIT C REFINING FOAM CLNSR 150ML ,
https://www.tesco.com/groceries/en-GB/products/254806107,L'oreal Paris Age Perfect Rehydrating Eye Cream 15Ml,15.0,L'oreal Paris Age Perfect Rehydrating Eye Cream 15Ml. 15ml size. Eye Contour Cream. Tested under ophthalmological control,
